|300    | 15.000%|4.78579e+08         |2.87735e+09         |1.44000e+06         |4.36816e+05         |
|300    | 16.000%|4.79464e+08         |3.24064e+09         |1.44000e+06         |4.65616e+05         |
|300    | 26.000%|4.79695e+08         |7.89861e+09         |1.44000e+06         |7.53616e+05         |
|300    | 36.000%|4.80472e+08         |1.40944e+10         |1.44000e+06         |1.04162e+06         |
|300    | 46.000%|4.79210e+08         |2.14662e+10         |1.44000e+06         |1.32962e+06         |
|300    | 56.000%|4.78811e+08         |2.96312e+10         |1.44000e+06         |1.61762e+06         |
|300    | 66.000%|4.79043e+08         |3.82057e+10         |1.44000e+06         |1.90562e+06         |
|400    |  0.000%|1.18232e+09         |8.11100e+03         |2.56000e+06         |6.41600e+03         |
|400    |  1.000%|1.18471e+09         |7.79625e+07         |2.56000e+06         |5.76160e+04         |
|400    |  2.000%|1.18181e+09         |2.27743e+08         |2.56000e+06         |1.08816e+05         |
|400    |  3.000%|1.18190e+09         |4.53088e+08         |2.56000e+06         |1.60016e+05         |
|400    |  4.000%|1.18563e+09         |7.55686e+08         |2.56000e+06         |2.11216e+05         |
|400    |  5.000%|1.18283e+09         |1.14053e+09         |2.56000e+06         |2.62416e+05         |
|400    |  6.000%|1.18245e+09         |1.58713e+09         |2.56000e+06         |3.13616e+05         |
|400    |  7.000%|1.18415e+09         |2.10102e+09         |2.56000e+06         |3.64816e+05         |
|400    |  8.000%|1.18234e+09         |2.70838e+09         |2.56000e+06         |4.16016e+05         |
|400    |  9.000%|1.18277e+09         |3.39772e+09         |2.56000e+06         |4.67216e+05         |
|400    | 10.000%|1.18295e+09         |4.15922e+09         |2.56000e+06         |5.18416e+05         |
|400    | 11.000%|1.18442e+09         |4.98770e+09         |2.56000e+06         |5.69616e+05         |
|400    | 12.000%|1.18234e+09         |5.91946e+09         |2.56000e+06         |6.20816e+05         |
|400    | 13.000%|1.17977e+09         |6.95937e+09         |2.56000e+06         |6.72016e+05         |
|400    | 14.000%|1.18210e+09         |7.84996e+09         |2.56000e+06         |7.23216e+05         |
|400    | 15.000%|1.18107e+09         |8.93768e+09         |2.56000e+06         |7.74416e+05         |
|400    | 16.000%|1.18383e+09         |1.00704e+10         |2.56000e+06         |8.25616e+05         |
|400    | 26.000%|1.17990e+09         |2.45908e+10         |2.56000e+06         |1.33762e+06         |
|400    | 36.000%|1.18103e+09         |4.40319e+10         |2.56000e+06         |1.84962e+06         |
|400    | 46.000%|1.18295e+09         |6.85440e+10         |2.56000e+06         |2.36162e+06         |
|400    | 56.000%|1.18017e+09         |9.32728e+10         |2.56000e+06         |2.87362e+06         |
|400    | 66.000%|1.18004e+09         |1.19765e+11         |2.56000e+06         |3.38562e+06         |
|500    |  0.000%|2.46215e+09         |7.57100e+03         |4.00000e+06         |8.01600e+03         |
|500    |  1.000%|2.46037e+09         |1.70310e+08         |4.00000e+06         |8.80160e+04         |
|500    |  2.000%|2.45830e+09         |5.25520e+08         |4.00000e+06         |1.68016e+05         |
|500    |  3.000%|2.46134e+09         |1.05160e+09         |4.00000e+06         |2.48016e+05         |
|500    |  4.000%|2.44957e+09         |1.78567e+09         |4.00000e+06         |3.28016e+05         |
|500    |  5.000%|2.45915e+09         |2.68102e+09         |4.00000e+06         |4.08016e+05         |
|500    |  6.000%|2.45816e+09         |3.75761e+09         |4.00000e+06         |4.88016e+05         |
|500    |  7.000%|2.44599e+09         |5.05725e+09         |4.00000e+06         |5.68016e+05         |
|500    |  8.000%|2.45975e+09         |6.55164e+09         |4.00000e+06         |6.48016e+05         |
|500    |  9.000%|2.45412e+09         |8.20377e+09         |4.00000e+06         |7.28016e+05         |
|500    | 10.000%|2.45959e+09         |1.00213e+10         |4.00000e+06         |8.08016e+05         |
|500    | 11.000%|2.44754e+09         |1.20001e+10         |4.00000e+06         |8.88016e+05         |
|500    | 12.000%|2.46045e+09         |1.41558e+10         |4.00000e+06         |9.68016e+05         |
|500    | 13.000%|2.45618e+09         |1.64566e+10         |4.00000e+06         |1.04802e+06         |
|500    | 14.000%|2.47652e+09         |1.89196e+10         |4.00000e+06         |1.12802e+06         |
^C

